"","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","Epidish_CCLE.TIL10_B.cells","B.cells_Subgroup.3.Iteration.1","B.cells_Subgroup.1.Iteration.2","B.cells_Subgroup.2.Iteration.2","DeconRNASeq_LM22_B.naive.cells","Epidish_LM22_B.naive.cells","CBSX_LM22_B.naive.cells","CBSX_LM22_B.memory.cells","B.memory_Subgroup.1.Iteration.1","XCell_Macrophages.cells","Macrophages.cells_Subgroup.1.Iteration.3","DeconRNASeq_LM22_Macrophages.M0","Macrophages.M0_Subgroup.1.Iteration.1","Quantiseq_Macrophages.M1","DeconRNASeq_BPRNACanProMet_Macrophages.M1","Epidish_TIL10_Macrophages.M1","Macrophages.M1_Subgroup.2.Iteration.1","Macrophages.M1_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACanProMet_Macrophages.M2","CBSX_CCLE.TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","CBSX_LM22_Macrophages.M2","Macrophages.M2_Subgroup.3.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","MCP_Monocytes","CBSX_BPRNACan_Monocytes","Epidish_BPRNACan3DProMet_Monocytes","Monocytes_Subgroup.1.Iteration.1","Monocytes_Subgroup.4.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","Quantiseq_Neutrophils","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.1.Iteration.2","XCell_T_cell_NK.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_NK.cells","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_NK.cells","Epidish_CCLE.TIL10_NK.cells","CBSX_CCLE.TIL10_NK.cells","DeconRNASeq_TIL10_NK.cells","Epidish_TIL10_NK.cells","CBSX_TIL10_NK.cells","NK.cells_Subgroup.1.Iteration.1","Epidish_LM22_NK.activated","CBSX_LM22_NK.activated","DeconRNASeq_LM22_NK.resting","Epidish_LM22_NK.resting","CBSX_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","NKT.cells_Subgroup.1.Iteration.1","XCell_T_cell_CD4.cells._Th1","XCell_T_cell_CD4.cells._Th2","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","CBSX_TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","CD4.cells_Subgroup.2.Iteration.1","CD4.cells_Subgroup.3.Iteration.1","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_T.cells.CD4.memory.resting","Epidish_LM22_T.cells.CD4.memory.resting","CBSX_LM22_T.cells.CD4.memory.resting","CBSX_CBSX.Melanoma.scRNAseq_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_TIL10_CD8.cells","CD8.cells_Subgroup.1.Iteration.2","CD8.cells_Subgroup.2.Iteration.2","Quantiseq_T.cells.regulatory","XCell_T.cells.regulatory","CBSX_CCLE.TIL10_T.cells.regulatory","Epidish_TIL10_T.cells.regulatory","CBSX_TIL10_T.cells.regulatory","T.cells.regulatory_Subgroup.1.Iteration.1","Quantiseq_T.cells.non.regulatory","CBSX_LM22_T.cells.helper","T.cells.helper_Subgroup.1.Iteration.1","MCP_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","Dendritic.cells_Subgroup.1.Iteration.1","Dendritic.cells_Subgroup.2.Iteration.1","XCell_Myeloid_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.activated.cells","CBSX_LM22_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.resting.cells","Epidish_CCLE.TIL10_Cancer","DeconRNASeq_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Cancer_Subgroup.2.Iteration.1","Endothelial_Subgroup.1.Iteration.3","Plasma.cells_Subgroup.1.Iteration.2","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","MCP_Fibroblasts","Mast.resting_Subgroup.1.Iteration.2","XCell_CAF","Epidish_CBSX.Melanoma.scRNAseq_CAF","CAF_Subgroup.1.Iteration.1"
"LP.01.20",0.92761567686149,0,0.933759048124787,0.823393547990717,0.371867634248155,0.601846991859242,0.803874357234241,0.671684341184012,0.348611539920796,0,0,0.252719328812986,0.327654800667164,0.242044061118196,0.0958068855978498,0.74657494548028,0.663218364659476,0.353027094615158,0.433312199405874,0.771416014411266,0.108288012530583,0.214372642801216,0.444924419125492,0.541534040510609,0.333764208665821,0.695038366680239,0.0525809962268336,0.171198987724057,0.0381945232961198,0.18215434301326,0.0274106673756051,0.0543182084216384,0.367779392372009,0.357008183114769,0.19290584482177,2.08466033648173e-17,0.184351340469536,0.734578125048963,0,0.487530264044834,0.11517473648274,0.582432671060673,0,0,0.514203748143897,0.783894759654556,0.000704306811225806,0,0,0,0.67811893073614,0,3.51205820685852e-19,5.0874661280132e-18,0,0.914359843450136,0.605393548125297,0.435165784422661,0.405751140897594,0.0982481497630677,0.662415142422445,0.650772691091451,0.570840688764117,0.00999795786097428,0.602685191772581,0,0,0.13776331426346,0.199199616966426,0.735725711482381,0,0,0,0.16266693727566,0.252502462546178,0,0.421892675459115,0.471016433751698,0.604786036774074,0,0.284171674933849,1,0.163171622278927,0.423063502053572,0.260297978354809,0,0.321128320900148,0.699119437545185,0.944731321812651,0.21393299341927,0.476342799721627,0.731994396883016,0.273817233072723,0.818519091731973,0.476601814640833,0.766146373257562,0.893674881880541,0.906684381547169
"LP.01.22",0.862886017020517,0,0.921124061172797,0.619014180258566,0.0163757161938691,0.323931651300267,0.742081185348205,0.903751542596356,0,0,0,0.505699311635353,0,0,0.0131420702060076,0.589250083779257,0.252846244633041,0.248302931515652,0.303791621113852,0.808128232083119,0.972761968483292,1,0.638185272122052,0.618622822821568,0.876342918189428,0.755059137912478,0.0104944596215249,0.12872082356348,0.19593438577322,0.13942981578371,0,0.00308479127388343,0.169709640056481,0.606238416665339,0.276267638782381,0,0.62315232382481,0.777862219349481,0,0.212497733959193,0.0597772271818598,1,0,0,0.822525073840044,0.927743793614413,0.383734062793281,0,0,0,0.684726383257028,0.0519939943641517,0.0482705087569334,0.105779703137045,0,0,0.55035968212566,0.274560057511287,0.089867534632939,0.011262588726831,0.509300255961223,0.648543767755197,0.651451088498686,0,0.306185326380324,0.0266163912380454,0,1.88310613839333e-17,0.00488714059210673,1.01716182341176e-16,0,0,0.34917469111241,0.0424420497047424,0.109460352356291,0.321847947451591,0.544037554804884,0.528895955734799,0,1,0.675459890944141,0.038682034322401,8.73720169711021e-18,0.785069163221801,0.958389521904795,0,0.596663481372001,1,0.989724912357939,0.259981658671161,0.614444883287206,0.474191181153945,0.742810952078906,0.732817096937209,0.275787668537289,0.291139402437821,0.810312527026908,0.6990396457059
"LP.01.23",0.59239968054751,0,0.906881475229825,0.454950067827476,0.112815927253506,0.259232702419366,0.368570467605948,0.285919199171646,0.181816587413865,0,0.186354619819837,0.482985975125639,0.344735833274766,0.247461820095862,0.183223906389033,0.818095125434505,0.578346337329375,0.25115261151506,0.814443367286571,0.715938598544317,0.165063681417179,0.605869743513937,0.574288524776627,0.520512734807074,0.666929898765257,0.716211161943116,0.0710651505853265,0.390175351239193,0.0746371293779127,0.274827648005203,0,0,0.436530595418887,0.464066505103853,0.227598268495664,0.0804077084290467,0.165113268888397,0.758399712477343,0,0.505835684112607,0.480672271599446,0.744078980179594,0,0,0.625745375302606,0.751826841875273,0.220949161346329,0,0,0.0238429026596683,0.574675555416044,0,0.0157660229897346,0.0207434593495274,0.444897868129678,0,0.500258249296426,0.532689143632053,0.0747435449890725,0,0.710422555997415,0.75319035606943,0.745398486168829,0,0.0439178108225074,0,0,0.0663375549400534,0.350759739001982,0.770741601128179,0.435406539883034,0,0,0.62268682986805,0.306266941124062,0.251509438478257,0.335371263915056,0.835183400175444,0,0,0.157919478857193,0,0.278500101835662,0.752834309892693,0.275218737212453,0.47720557675779,0.335305758358156,0.643219182250152,0.934866142646473,0.197499637139124,0.334744403979804,0.254762530780788,0.251691666077748,0.737392958951708,0.648597348451719,0.677828075280499,0.770590434286837,0.797783092894515
"LP.01.24",0.288586746203481,0.316968459442873,0.87200104185616,0.415161986589495,0.406122704489066,0.479798047227801,0.532247717244385,0.298964978166618,0.707664702592565,0.661127235961181,0.354877927676051,0.607851352623185,0.462853546763944,0.927677354751752,0.186731067068109,0.839105999427139,0.399256088824521,0.315423864596363,0.558256659689206,0.675410173575876,0.170514325981141,0.624853532294387,0.4762183650445,0.526676867982161,0.512379314219196,0.698499973664026,0.130741264297806,0.605209834756801,0.0378948400492254,0.168947278921748,0.431859126211629,0.187822578765121,0.557096686107598,0.668529334813784,0.377732831167545,0.0719067618421648,0.401678846096132,0.849265573964692,0.371279495475943,0.612064319467655,0.387493246757861,0.40836879997899,0,0.126420939183899,0.547919468571081,0.34160379583317,0,0,0,0.193674949302212,0.27005000491477,0,2.96325827002734e-19,0.00447723500304559,0,0.255476866070313,0.535313523895813,0.568965531013752,0.600683789609253,0.100715097895514,0.731312689796745,0.605289388262895,0.595635000572692,0.0238059367158387,0.678662886787325,0,0.17314354905385,0.341691265895267,0.358946721987704,0.377044230594765,0,0,0,0.265214728554294,0.535408735026082,0,0.46779510375643,0.533442235610929,0,0,0.360614958251083,0,0.383268766314192,0.53903287761699,0.173377452921373,0,0.104603066026696,0.503838892871959,0.869856916592141,0.225220252552344,0.509926128260439,0.135767745063039,0,0.593561611948613,0.328513667645272,0.324973838241184,0.564477163183581,0.708512780504258
"LP.01.25",0.265544944789013,0,0.861520630767386,0.582790684884398,0.19260376686818,0.347850571586034,0.620928708222032,0.658316423197532,0,0,0.273121038436417,0.52978254618243,0,0.288879770438134,0.424975102487676,0.686466695511273,0.509562470711401,0.160487244518985,0.607906086019693,0.766697397145435,0.175703432477617,0.777738928199129,0.552332053259878,0.577414691329059,0.655679079581253,0.689223932972866,0.0856377816667317,0.524334624325477,0.0339290667812835,0.392428485155282,0,0,0.607350713511599,0.466045335871845,0.249698967452522,0.174917300500824,0.150390303895981,0.871500963671489,0.413944454811677,0.861059089291392,0.517376807133603,0.687295512183738,0.312948471626123,0.164092295596428,0.70029772637479,0.309089982784194,0.220335886208848,0,0,0,0.172221913545716,0,1.6061828990777e-17,0.0274223048344954,0,0.194852288728021,0.688865768093784,0.53269641663937,0.0550916709223878,0.0642892895668089,0.899557557919848,0.66982480110196,0.698079432602027,0,0.819245873971287,0.382186321898305,0,0.315735248794112,0.588448904225061,0.46100591534343,0,0,0,0.564326380480337,0,0,0.136871016448817,0.666336378585448,1,0,0.195984590482285,0,0.447664704144397,0.691590632050236,0.203284261341528,0.34757781965868,0.314412796032703,0.552293198121888,0.933072433859685,0.185966249543495,0.330135609930187,0.352760345418202,0,0.718794712217454,0.551910734355618,0.507275837670234,0.692703499625793,0.784503242986487
"LP.01.28",0.5340660282667,0,0.835546438407095,0.488165961193201,0.259001707848888,0.418254757685455,0.43945684919145,0.0537318186214488,0,0,0.167302837675213,0.47070842919224,0.106679455327869,0.109510247853944,0.0957281718837341,0.746704304990456,0.356785012308662,0,0.482178637765696,0.757376334141799,0.0880108354684386,0,0.489146348035375,0.661372472234031,0.799349868616315,0.710007410412955,0.164846294682969,0.552604586644124,0.0957743655076546,0.450401319379523,0.581023770596131,1,0.30188947500203,0.678918996904244,0.280823599100236,9.11614280313423e-20,0.179729416173494,0.793842363793416,0,0.701031625921445,0.0735184327662152,0.562099036993096,0,0,0.66052576332099,0.667985099877076,0.170121966412251,0,0,0,0.411322495921371,0,0,1.97172022774469e-18,0,0,0.496184452776128,0.479103961064957,0.466195332000444,0.0201014298779876,0.781201308300266,0.630192534422737,0.753184252078568,0,1,0.0844324383630034,0.0333102640787356,0.176692187583917,0.231327956062182,0.155962089814754,0,0,0.217983634423458,0.324218366122056,0.209061191084177,0,0.112946594299225,0.679173899655545,0,0,0.124867972960756,0,0.226762548149185,0.672733828500951,0.276544448092406,0.405841298532756,0.0737698780792974,0.557829782447231,0.931608365365221,0.240847810614229,0.653822997804319,0.289388431019501,0.0810204144386463,0.733042268572943,0.927458547310352,0.715288745127942,0.671173779031882,0.812268864961985
"LP.01.29",0.441852216541762,0,0.748674863613587,0.502820553687609,0.313624351265542,0.393175394714751,0.605753699164366,0.202348447076564,0.327264975493365,0,0.0377768163245725,0.528761641436344,0.346893966831889,0.260598016673662,0.151757549165315,0.733136070194613,0.547804586256845,0.463783088868083,0.451378646131896,0.645094085173738,0,0.102407208639217,0.276112566184301,0.422592726814272,0.28139216510999,0.684252358128606,0.117040501976533,0.401431469426731,0.208143619336961,0.524128618936688,0,0,0.386362797557285,0.648856241060323,0.453894767661225,0.255089909838492,0.533849631452517,0.647345238595193,0,0.177942533076629,0.0844571807321428,0.704735169052624,0.607563049340681,0.0573975401847678,0.474078628314173,0.0216128444590726,0,0.349776662581785,0.50350505503689,0.426961058034818,0.734195236904789,0.184727984349849,0.228679883182706,0.0555122194395376,0.523414221204859,0.69102027275575,0.394694390084042,0.489732227659358,0,0,0.522152765591245,0.476935051673186,0.804189015195318,0.0938819667638777,0.202538450270738,0.720350885033382,0,0.180704487006371,0.266140516124528,2.56392802868639e-18,0,0,0,0,0.218737444872456,0.215022136912396,0.781202611504017,0.492188714377749,0,0.191000010918586,0.102291016299694,0,0.643693853661138,0.429119892223617,0.100746177108035,0,0.811489269394725,0.713901906410078,0.944642087567431,0.281236339393795,0.391655835306149,0.195877855254544,0.231712766987122,0.614239243505092,0.254560260160119,0.34714413418409,0.720846029194987,0.708596178439465
"LP.01.31",0.82634584927212,0,0.942055410043073,0.415740815997806,0.0257079434503732,0.295959105978304,0.840918899161844,0.154124154894101,0,0,0.0249976803026053,0.4884477944877,0,0.0641020598249811,0.138922893153273,0.64325225557565,0.546127746225407,0.0333377062311862,0.588517945461333,0.856449294378641,0.364144369129298,0,0.545343732901263,0.639608948828018,0.742423618202427,0.80561433645015,0.0681881983343492,0.375385676696906,0.2385141721289,0.433699922943679,0.174631998211775,0.292405798678482,0.293557868727579,0.63457277876657,0.275307114073296,0,0.34233029511903,0.751045843766796,0,0.452089059019907,0,0.892449715596315,0,0,0.735742293555508,0.545667009448773,0.216320565510684,0,0,0.163616497281635,0.604518470874142,0,0.019314009277732,0,0,0.207509013965695,0.650453663258347,0.411571614784371,0.123803894232925,0,0.55101542972958,0.604014717307558,0.71655563752212,0,0.0959201067553897,0,0,0,0.17126312730339,0.179057574292676,0,0,0,0.380486980464058,0.25909783465651,0.222988674624949,0.310565786956784,0.716077386285823,0,0,0.311734746008477,0,0,0.944827232518002,0.658362354944882,0.54143569748294,0.299716643383709,0.832847880477061,0.973370418257208,0.227382117249503,0.75289201627706,0.220903234899373,0.447183187023019,0.749175797500063,0.691427397370763,0.352198568463306,0.683514094908978,0.737574256335339
"LP.01.32",0.761301298173127,0,0.904864902706644,0.716101859413222,0.162794997954774,0.455841508392847,0.648141579030337,0.190370297796695,0.442131288538366,0,0.0131386268596107,0.341335164662758,0.0283831775628225,0.186010928497089,0.216400693836311,0.704784696553073,0.603609867391895,0.0723272422634819,0.501134359113901,0.705747226532016,0.0562924012359432,0.134996778053351,0.508152588351308,0.647216905424459,0.652890509023539,0.727495375782163,0.0338906180821938,0.252548676957039,0.196598517068264,0.137370789132881,0.109893523462835,0.0658501644814761,0.378586645277713,0.154669865182719,0.21432166318849,0.171705925039775,0.412943374351094,0.779575104796922,0,0,0,0.751087171303875,0,0.179135758629037,0.56999904399746,0.238495022626617,0,0,0,0.191181390674777,0.538958225384978,0,0.109468169789627,0.114629284213828,0,0.859109686106742,0.527024645399166,0.384757260675507,0.0158549654918251,0.114832940075166,0.5733123387977,0.588352023214556,0.659373979048177,0,0.401665102796146,0,0,0.0915201216704517,0.218495187158774,0.3994947301783,0,0,0,0.0082209772686264,0.293785999729869,0.496383607901424,0.398883161497135,0.683200481728564,0,0,0.290539832580843,0,1.89403291369552e-17,0.871620099000692,0.306339689060366,0.053048365743627,0.715041287330438,0.679832478008702,0.966005811766127,0.20048284771886,0.535493584388152,0.548495380347247,0.449097974165671,0.78495461270818,0.561293199662745,0.390371687794207,0.864372012867095,0.806511084156869
"LP.01.34",0.264098463138993,0,0.899376379397577,0.641754424393855,0.188744886526295,0.263518777575288,0.611746471719509,0.129334803287368,0,0,0.206738456442893,0.41893208360745,0.0361654277437723,0.169522939870632,0.349299396920655,0.765318623634311,0.486820654258987,0.269606106171276,0.755462816734262,0.673449255372885,0,0,0.510881200545358,0.529692968678871,0.52696260221844,0.732293469601259,0.107985608865056,0.592173997504922,0.0177890547116614,0.265875525877102,0,0,0.509906838392136,0.190209716889453,0.204828621367338,0.124236459793318,0.189532469562076,0.753042005976693,0,0.279846558787958,0.632374452814425,0.51133556101998,0.370220530471759,0,0.423732436448269,0,0,0,0,0,0.414694074072378,0,0.0372949907404824,0.088694873837354,0.322303421710838,0.559201767999695,0.566608865711078,0.554223898726828,0,0.430116111077316,0.708476559853914,0.721973514018758,0.75891374350204,0.118766585265614,0.160563735998363,0.283556946143932,0.0316776028751362,0.274438981342993,0.925185196766033,1,0.783912376217258,0.847080962449808,0,1,0.227925655193528,0.387562083123853,0.495715104589888,0.612259714819575,0.0100256110597445,0,0.365547545181552,0,0.483266638453727,0.72166043620939,0.513891338551845,0.184072081701581,0.516325744668307,0.551306111906443,0.927458852268896,0.187048805823394,0.232187811186637,0.43873925880408,0,0.741682362347807,0.161415861158435,0.344645992119966,0.743574419674354,0.771294642718971
"LP.01.35",0.19065964408574,0,0.791801352764135,0.497425864790921,0.301950527772291,0.215204569772332,0.561631295256964,0.428528047018372,0,0.0374100056721848,0.35500329654,0.538682495578035,0.343304671774787,0.497019191792168,0.29147456607898,0.934594876825224,0.520121982359164,0.564183256210231,0.758627563173425,0.60238835819322,0.350646469076151,0,0.452309647488829,0.589445515074116,0.631246518551313,0.747590666771607,0.192617254563299,0.650600011431795,0,0.208101265948088,0,0,0.485412953159504,0.346725053059528,0.14718333180588,0.0441970265242097,0.349459100132984,0.934895080440747,0.437996945299001,1,0.364207758580763,0.570083610196892,0.568308620541208,0.204385687176958,0.645621365500738,0.153129147895635,0.0831417707863532,0,0,0,0.151682389077473,0,3.15033429163741e-18,0.0390225078355472,0.980492848067063,0.596898427383816,0.657643377750806,0.566308448497642,0.407873124089287,0.236063397285105,0.883448396986736,0.634398256310406,0.892762092541231,0.435934589302889,0.0778357015844235,0,0,0.416537694860987,1,0.669097447224591,0.0585481992985199,0.184190858550537,0,0.735493788385187,0.177497226935891,0,0.404776081094582,0.536289456621676,0,0.0010245932990444,0.279668184741182,0.00298867498423259,0.453925437640502,0.39068047850097,0,0,0.130959770415847,0.453441521590561,0.856253139736348,0.162716034529457,0.240072775628418,0.351807572328692,0,0.703863289968168,0.476282796002311,0.357842603978817,0.662570471355116,0.805961667455436
"LP.01.37",0.510620353687893,0,0.76563658593844,0.523424411886144,0.100493765807951,0.268392146675002,0.680796251360241,0.63517576565411,0,0,0.291803998985107,0.510687927647129,0.806254133828189,0.787668078833707,0.232527597375966,0.791208743878356,0.813286499885505,0.784495458185344,0.799102439199598,0.620145953438359,0,0,0.497160846319575,0.45632008683833,0.160522013843024,0.779461085894938,0.0393821300212543,0.382792782942943,0.389192787472223,0.263044064628024,0,0,0.310734793683822,0,0.267164984203331,0.903060187870136,0.550880349301472,0.769482826012699,0,0,0,0.459188738654593,0,0,0.223994419638114,0.584866057448545,0.424607854451328,0,0.222570060650042,0.128984819791079,0.555145129727841,0,0.0724787769297405,0.264748063529369,0,0.323234205809374,0.35912122638727,0.280899588010181,0,0.194259968485838,0.257005140291579,0.516378845612554,0.269494012497114,0,0,0.052775194549957,0.140954974959909,0.0560630823600505,0.196301136367584,4.30674206219755e-18,0,0,0,0,0.332838358561698,1,0.59688347476862,0.401140065324349,0.720569696655836,0.40617447513577,0.258386885420233,0.231728510081133,0.685731954929181,0.41860358156582,0.644898563469607,0,0.815252648878938,0.66152275141578,0.979775078795403,0.427345542839041,0.422377159781981,0.252373875319392,0.253295407516057,0.841939090707337,0.0308887674056234,2.37998816057185e-17,0.93841534175871,0.739108548111955
"LP.01.38",0.764426001654289,0,0.87541021219093,0.552680189542699,0.00458490177519406,0.187156715280999,0.600028697553791,0.363322785772673,0,0,8.39246150538058e-20,0.630086300592275,0.524396136862857,0.256670736044098,0.259876547869686,0.839602140491208,0.541403037195459,0.335544933256712,0.315322849065483,0.718087948775802,0.0967516284034794,0.407376979157465,0.846472599153562,0.556903679850657,0.564291327896577,0.811215105449488,0,0.179622736505877,0.285797703143405,0.121069144679927,0,0,0.25031193727445,0.0435224831290622,0.242641430325996,0.171965036536192,0.636598820086841,0.781742477558432,0,0,0.00381602393817265,0.748722374381123,0,0.0846053161492768,0.266061512762599,0,0,0,0,0.154336213832036,0.564108852656069,0,0.0507153065437805,1,0,0.965863757387481,0.753990454663132,0.34284692956491,0,0,0.616404932127506,1,0.796224226072056,0,0.591080070355285,0,0,0,0.229267157684601,2.89463727138122e-17,0.0890395971472791,0,0,0,0.0813835279883772,0.475731596009246,0.34145082353284,0.718729565652337,0,0.0239177364634252,0.931292072135698,0.0319207695291383,1.14261489004831e-17,0.697134816758578,0.283481437050037,0.74701317097184,1,0.943235208624199,0.990242232479639,0.318090955704304,0.226275758765076,0.131323682847923,0.783024321677051,0.802274934614285,0.144180180019437,0,0.814988743342153,0.549750084062645
"LP.01.40",0.557985885648069,0,0.843741019236417,0.393611882811432,0.0250950503552396,0.0117556964785225,0.170414606530378,0.221636933331273,0,0,0.431865614069554,0.426531633950986,0.126761701875099,0.0563931187817311,0.322568379402813,0.77768265885043,0.270822025330782,0.638662786268838,0.465060550752645,0.566097370177893,0.0465428554364717,0.122707694038434,0.447560600415791,0.710354374877842,0.275964779600088,0.72883785052265,0.0478757905712754,0.454200161862195,0.0752147884567049,0.261251273688626,0,0,0.486567119271711,0.346190059299913,0.340861282403049,0.192005924191785,1,0.806511249921693,0,0.137626612780026,0,0.618373116226963,0.869142469407005,0.643632973871843,0.378114071433413,0.229240104454302,0,1,0.474574198554642,0.303457982833926,0.730334817786668,0.409601266000507,0.375969797127101,0.377881494429732,0.378674129473315,0,0.625910079051412,0.348189742366011,0,0.855326135055962,0.51366113658279,0.553014173704195,0.46850850890659,0.414638997779214,0.187734031522554,0.618293720828955,0.488506352762988,0.607609644661711,0.628122633545612,0.582732520213603,0.617800980666848,1,1,0.662170467561262,0.0681241070426736,0.0737206607840737,0.356686791949932,0.569450881719554,0.115542021037908,0.0129227150456924,0.790738004221984,0,0.590588124036322,0.771317786514714,1,0.0796556611993985,0.779717443605038,0.582040092471515,0.956169671958689,0.25211212472115,0.358125765643974,0.124527006807467,0.260531895013461,0.658664848817627,0.145401997540133,0,0.82822014153919,0.718871406690688
"LP.01.42",0.393963913340697,0,0.886500439749782,0.767045872378039,0.212581626757209,0.566213635505183,0.743030678385359,0.456616397898254,0.206433437013848,0,0.141550808514556,0.279986277052563,0.169217998029677,0.324186678354351,0.241833903701554,0.772863430359063,0.866771220490938,0.180230901775035,0.774078351099063,0.745452802841204,0,0,0.511586819842523,0.538065927449532,0.246199509037026,0.697669431644637,0.0668845606339269,0.32155302125818,0.0352391524739302,0.0469018128174257,0,0,0.435148806343532,0.00045947945986267,0.229174480990338,0,0.406988477157292,0.729781896571151,0,0,0.121733542939105,0.560898046137007,0.0275783742713229,0.198277329684398,0.322694413730395,0,0,0,0.0652696005764829,0.136977787655283,0.599246606140313,0,0,0.26319914411323,0,0.426659004315776,0.461248388980026,0.516869478359769,0,0.537643134062067,0.683467143661267,0.673095040931491,0.757465391848781,0,0.671093278054976,0,0,0.349292678293888,0.347329607347843,0.605600499558277,0,0,0.037263812319026,0.374861949429973,0.420935396149033,0.308551395681072,0.469619209788572,0.408426031426109,0.0557609229795373,0.155698583897519,0.42227103422828,0,0.0176911379602148,0.589396075420891,0.398810653697313,0,0.814835419589278,0.620526118041866,0.919696335232088,0.18219272048823,0.246207647719526,0.541171024772591,0.289791320877638,0.764183371552797,0.0115890630339066,0.373960892657444,0.863342353694693,0.868333605861914
"LP.01.43",0.340858231350365,0,0.842952428208664,0.676918392807319,0.526121648492567,0.431644711105133,0.595848627487068,0.761090449656796,0,0.268619642678045,0.186420040042924,0.360916474050659,0,0.050539911674157,0.231532768814524,0.588100824873227,0.377697574287437,0.443486322060959,0.59618582215995,0.618150472761426,0.192735992560798,0.0290505080191422,0.297702340020059,0.560894717226617,0.462068700921473,0.629764516874392,0.169885647327923,0.637884488764952,0.0153225307697234,0.849981003973319,0,0,0.197322039516533,0,0.0338625515729585,0.404718511052492,0.582361997867511,0.81131969485964,0.109789691146233,0.821604212547607,0.767806193314609,0.513482515238716,0.555821753385762,0,0.462765338381912,0.527999367666433,0,0.283017563259896,0,0.321763715245286,0.277822349487952,0,0.0203125971950419,0.0157797787049713,0.542765049913029,0.486593397018578,0.408873990534132,0.550835035556048,0.23576320343416,0.0992616690008799,0.584869126923909,0.405211585780907,0.771789028001009,0,0.273689882155767,0.729095836233144,0.369105215676795,0.512762286181977,0.493080765452262,0.324679468059843,0.628455976774845,0.154706713679521,0,0.612316298860388,0.782242444582982,0.195457216579977,0.657455558381018,0.760227772712055,0.157177501651913,0.348453193615286,0.021848492485736,0.536372817086428,0.460365905155028,0.520455937990927,0.0912297954442011,0.225105071124145,0.315561807679744,0.4747613270457,0.890942228649511,0.128227697837485,0.266147010000175,0.318651656709662,0,0.671640293026274,0.264310015325783,0.26126328173936,0.769740801474515,0.772079168825778
