"","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_B.cells","Epidish_CCLE.TIL10_B.cells","B.cells_Subgroup.1.Iteration.2","B.cells_Subgroup.2.Iteration.2","DeconRNASeq_LM22_B.naive.cells","Epidish_LM22_B.naive.cells","CBSX_LM22_B.naive.cells","B.memory_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.1.Iteration.1","Macrophages.cells_Subgroup.2.Iteration.1","DeconRNASeq_LM22_Macrophages.M0","Macrophages.M0_Subgroup.1.Iteration.1","Quantiseq_Macrophages.M1","DeconRNASeq_BPRNACanProMet_Macrophages.M1","Epidish_TIL10_Macrophages.M1","CBSX_TIL10_Macrophages.M1","Macrophages.M1_Subgroup.1.Iteration.1","Macrophages.M1_Subgroup.2.Iteration.1","DeconRNASeq_BPRNACanProMet_Macrophages.M2","CBSX_CCLE.TIL10_Macrophages.M2","CBSX_TIL10_Macrophages.M2","Macrophages.M2_Subgroup.3.Iteration.1","Macrophages.M2_Subgroup.1.Iteration.2","DeconRNASeq_BPRNACan3DProMet_Monocytes","Monocytes_Subgroup.2.Iteration.1","Monocytes_Subgroup.4.Iteration.1","Monocytes_Subgroup.1.Iteration.2","Monocytes_Subgroup.2.Iteration.2","Quantiseq_Neutrophils","MCP_Neutrophils","Neutrophils_Subgroup.2.Iteration.1","Neutrophils_Subgroup.3.Iteration.1","Neutrophils_Subgroup.1.Iteration.2","Quantiseq_NK.cells","XCell_T_cell_NK.cells","DeconRNASeq_CBSX.Melanoma.scRNAseq_NK.cells","Epidish_CCLE.TIL10_NK.cells","CBSX_CCLE.TIL10_NK.cells","Epidish_TIL10_NK.cells","CBSX_TIL10_NK.cells","NK.cells_Subgroup.1.Iteration.1","NK.cells_Subgroup.1.Iteration.2","Epidish_LM22_NK.activated","DeconRNASeq_LM22_NK.resting","Epidish_LM22_NK.resting","CBSX_LM22_NK.resting","DeconRNASeq_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_NKT.cells","XCell_T_cell_CD4.cells._central_memory","XCell_T_cell_CD4.cells._effector_memory","XCell_T_cell_CD4.cells._Th1","XCell_T_cell_CD4.cells._Th2","CBSX_BPRNACanProMet_CD4.cells","CBSX_CBSX.HNSCC.scRNAseq_CD4.cells","CBSX_CBSX.Melanoma.scRNAseq_CD4.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD4.cells","CBSX_CCLE.TIL10_CD4.cells","CBSX_TIL10_CD4.cells","CD4.cells_Subgroup.1.Iteration.1","CD4.cells_Subgroup.2.Iteration.1","CD4.cells_Subgroup.3.Iteration.1","CD4.memory.activated_Subgroup.1.Iteration.1","DeconRNASeq_LM22_T.cells.CD4.memory.resting","CD4.memory.resting_Subgroup.1.Iteration.1","Epidish_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_CBSX.NSCLC.PBMCs.scRNAseq_CD8.cells","CBSX_TIL10_CD8.cells","CD8.cells_Subgroup.1.Iteration.4","CBSX_CCLE.TIL10_T.cells.regulatory","T.cells.regulatory_Subgroup.1.Iteration.1","T.cells.regulatory_Subgroup.3.Iteration.1","T.cells.regulatory_Subgroup.1.Iteration.2","Quantiseq_T.cells.non.regulatory","T.cells.helper_Subgroup.1.Iteration.1","MCP_Dendritic.cells","Epidish_CBSX.HNSCC.scRNAseq_Dendritic.cells","CBSX_CBSX.HNSCC.scRNAseq_Dendritic.cells","DeconRNASeq_CCLE.TIL10_Dendritic.cells","CBSX_CCLE.TIL10_Dendritic.cells","CBSX_TIL10_Dendritic.cells","XCell_Myeloid_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.activated.cells","CBSX_LM22_Dendritic.activated.cells","DeconRNASeq_LM22_Dendritic.resting.cells","CBSX_CCLE.TIL10_Cancer","DeconRNASeq_CBSX.HNSCC.scRNAseq_Cancer","DeconRNASeq_CBSX.Melanoma.scRNAseq_Cancer","Cancer_Subgroup.1.Iteration.1","Epidish_CBSX.Melanoma.scRNAseq_Endothelial","Endothelial_Subgroup.1.Iteration.1","Plasma.cells_Subgroup.1.Iteration.2","DeconRNASeq_CBSX.HNSCC.scRNAseq_Myocytes","MCP_Fibroblasts","DeconRNASeq_CBSX.HNSCC.scRNAseq_Mast.cells","Mast.resting_Subgroup.1.Iteration.1","XCell_CAF","DeconRNASeq_CBSX.HNSCC.scRNAseq_CAF","CAF_Subgroup.1.Iteration.1"
"LP.01.28",0.5340660282667,0.753770252712213,0,0.472426332864935,0.531323360919032,0.694951978397984,0.457958041535028,0.0537318186214488,0,0.524216833677451,0.713616449588435,0.230482095413812,0.12502327595728,0.0957281718837341,0.798794891708274,0.399769779634859,0.519280064948286,0.574069795707999,0,0.787309927254744,0.0880108354684386,0,0.834069452060602,0.836330192095473,0.834883231351276,0.5582731968717,0.663279249226751,0.6072295901602,1,0.342871449452883,0.688695236695817,0.795063337919897,0.292852070313045,0.303012223187731,0.646450076207536,0.0295220567656672,0.179729416173494,0.701031625921445,0.0735184327662152,0,0,0.402106165504494,0.618350243713769,0.667985099877076,0,0,0,0.411322495921371,0,1.0573579671511e-19,0.0201220931314709,3.7595971891298e-18,1.19314841056601e-18,0.131794052902882,0.511348503136854,0.240284236164003,0,0.828051538155005,0,0.576130264645301,0.717878303368957,0.481371454743824,0.0201014298779876,0.781201308300266,0.733511649557693,0.475450014897225,1,0.0844324383630034,0.0678121728642058,0,0.115663978031091,0.108991817211729,0.421521306545215,0.312403181541389,0.154336699022978,0.679173899655545,0,0.152906993532077,0,0,0,0.373751697347697,0.672733828500951,0.276544448092406,0.488181588498899,0.0521155637460554,0.669810406117947,0.557829782447231,0.931100177336324,0.611647824020203,0.653254650817824,0.302717630612018,0.109072724643995,0.874382506213361,0.860388887731408,0.912603907582419,0.960929684881383,0.928663213637383,0.829639251393099
"LP.01.31",0.82634584927212,0.967452031823713,0,0.276122189776709,0.430528518020336,0.491751408549902,0.876321697701379,0.154124154894101,0,0.493881984514672,0.800352120905906,0,0.0654479424745104,0.138922893153273,0.688125958829475,0.611924159449096,0.800691629450897,0.542408867046902,0.0414314349907692,0.890298523017199,0.364144369129298,0,0.833807063748546,0.77545482691956,0.683570190910371,0.357664702029482,0.722450305217969,0.951101258527495,0.292405798678482,0.333408814428682,0.886446769499107,0.768895205895246,0.234307293697461,0.332062386432792,0.540662098703223,0,0.34233029511903,0.452089059019907,0,0,0,0.38042837990156,0.911636102002054,0.545667009448773,0,0,0.350770749623771,0.604518470874142,0,0,0,0.0365852561263451,0,0.0838473054961428,0.197664472621428,0.168657546584334,0,0.650897174612781,0.226944583636465,0.764542067768551,0.61588288978146,0,0,0.55101542972958,0.700371120924656,0,0.0959201067553897,0,0,0,0.085631563651695,0,0.48515899280603,0.387173666510812,0.407048615685103,0.716077386285823,0.147732923190946,0.381734576620561,0.0695011952774688,0,0,0.10335371661642,0.944827232518002,0.658362354944882,0.651286450695943,0.367960460165926,0.632361605905544,0.832847880477061,0.967338011747854,0.59489011571722,0.968361334047444,0.234329366133948,0.602014800362712,0.893626792746555,0.864409645786425,0.667301082699098,0,0.834483404903686,0.772299637562618
"LP.01.35",0.19065964408574,0.700226535440583,0,0.549636135940575,0.52820047218607,0.357573557205157,0.585276048180579,0.428528047018372,0.0374100056721848,0.63313170283278,0.738402191211246,0.741713386826165,0.548245347244313,0.29147456607898,0.999792834238789,0.582785271515513,0.847938555478438,0.86122015393284,0.810520971731182,0.626196400770313,0.350646469076151,0,0.688825387514845,0.659987317788797,0.698053823165185,0,0.428925213793631,0.174029662997919,0,0.551308530487472,0.515536772995697,0.44782394746808,0.0589052486916622,0,0.621580540534518,0.0397055032276246,0.349459100132984,1,0.364207758580763,0.568308620541208,0.204385687176958,0.76024108731553,0.619872900331925,0.153129147895635,0,0,0,0.151682389077473,0,0.0157483200344495,0.433674540393927,4.44666894402134e-18,0.0674001760006648,1,0.668068388337248,0.620121586648849,0.980492848067063,0.706228034252343,0.652804726344446,0.672021835630732,0.900863453471688,0.526604338034354,0.236063397285105,0.883448396986736,0.805682546994725,0.533004187736043,0.0778357015844235,0,0.520740442616366,0.0585481992985199,0.964653584088155,0.0920954292752687,0.765371609114323,0.265236690377505,0.533217115367964,0.536289456621676,0.20247664495531,0.342467490273006,0.112454356327493,0,0.0010245932990444,0.573766229286383,0.39068047850097,0,0,0.147964382658957,0.452521834813965,0.453441521590561,0.860242594076759,0.104862250492055,0.386722114514056,0.353100762047558,0,0.839577434889359,0.86386179463661,0.38020989126626,0.347679471622163,0.918671386706792,0.756045550356176
"LP.01.40",0.557985885648069,0.821524366634332,0,0.198638631764894,0.393611882811432,0.019532699569049,0.177589084341737,0.221636933331273,0,0.374788810437957,0.783049589586066,0.273870002209896,0.064381668288646,0.322568379402813,0.831934316044652,0.303450138463466,0.613340444003707,0.433083333237081,0.950856241383763,0.588471093223272,0.0465428554364717,0.122707694038434,0.906760314627471,0.294112574696213,0.692774176405685,0,0.452612722341226,0.345333769319348,0,0.552619376477711,0.576258453361202,0.532273080015938,0.784678503169959,0.368082306857117,0.453877782307362,0.164719446869444,1,0.137626612780026,0,0.869142469407005,0.643632973871843,0.408523355433627,0.460361738393214,0.229240104454302,1,1,0.650571219201387,0.730334817786668,0.952900411235135,0,9.97042586912258e-18,0.241520367510706,0.597423186961952,0.709917588381766,0.488530468918927,0.152956072609506,0.378674129473315,0,0,0.635048844992589,0.533186124941187,0,0.855326135055962,0.51366113658279,0.547462590947207,0.707391984100016,0.187734031522554,0.618293720828955,0.604753580084884,0.617800980666848,0.764275369179453,1,0.534233101462981,0.101798844967014,0.472109838076513,0.569450881719554,0.665001522969053,1,0,0.115542021037908,0.0129227150456924,0.816890364442073,0.771317786514714,1,0.0958168312535939,0.876007945177797,0.701137055039334,0.582040092471515,0.959650302370149,0.277480972387797,0.502414205490834,0.120117657176964,0.350737821358598,0.785664136919401,0.689694831698017,0.173675139806733,5.9439153943353e-17,0.753151606523501,0.909508948006516
"LP.01.42",0.393963913340697,0.865761718223747,0,0.65416907707687,0.897543283789862,0.940793329806335,0.774312369689705,0.456616397898254,0.103216718506924,0.251396256703983,0.510976302317231,0.365597280636111,0.355158243647446,0.241833903701554,0.826778894982858,0.971198138529789,0.904719003995407,0.840328972057339,0.23987248924315,0.774915145245179,0,0,0.702353787504967,0.260227763247712,0.575395104395621,0,0.143090996085134,0.387990386242422,0,0.494220946118428,0.674011612961999,0.172324348994802,0.184191956255325,0.424192868988774,0.302315853565458,5.82776029606868e-19,0.406988477157292,0,0.121733542939105,0.0275783742713229,0.198277329684398,0.369657520773467,0.451985510016169,0,0,0.137532973295361,0.293661104203596,0.599246606140313,0,0,0.0224259715889956,0,0.493895668369383,0.24707646942821,0.4361312324479,0.638288645010715,0,0.338767871176673,0.466620452956324,0.538347023091631,0.734474462415297,0,0.537643134062067,0.683467143661267,0.759950733538776,0.487561778949112,0.671093278054976,0,0.353701513139932,0,0.173664803673922,0.018631906159513,0.567016761265572,0.62900989082854,0.618001671902326,0.408426031426109,0.298359506876167,0.517091715101517,0,0.0557609229795373,0.155698583897519,0.0812080579075508,0.589396075420891,0.398810653697313,0,0.550377044559212,0.506687521014754,0.620526118041866,0.901952914327191,0.11331693075857,0.342192535721579,0.552404351062923,0.390127959296506,0.91152802542439,0.703441295109719,0,0.27866545017187,0.929784288554959,0.948078362860213
"LP.01.46",0.230547618761783,0.727481397046802,0,0.350884550265604,0.399889701878982,0.549702376317256,0.529145721988101,0.325813797192229,0.0669936491171213,0.728413867254681,0.878612150098348,0.336324559328978,0.310266757953002,0.259891146669066,0.772163783408208,0.374589437044923,0.287513594760454,0.589213513948027,0.227553462728734,0.702296977395496,0.3215532575533,0.423730759087453,0.812644311003563,0.780325380501252,0.682387849174892,0,0.678248771192267,0.51376620694038,0,0.292517684815141,0.674675611312948,0.470863398689997,0.147308598796063,0.364012336843679,0.465697433827098,0.142404335448111,0.366174035581202,0.144424667599857,0,0,0.0890249578826953,1,0.642755750083513,0,0,0.344459511628771,0.761570939564076,0.0491973964513705,0,0,0.00542130631063016,0.112125825717635,0.189828757150474,0.393575020476512,0.418122998111718,0.935615394291631,0,0.751024505192703,0.867211752195629,0.71422948402033,0.816985676352824,0.900532822034806,0.0276201097702367,0.698547344582841,0.921786563099158,0.679081717268599,0.935041692048455,0,0.242401648891117,0,0.111967715530105,0,0.110263387767515,0.755068575655595,1,0.724387311519443,0.147699918468939,0.46240906758958,0,0.575747519220364,0.444260004257349,0.31059664090513,0.635544393173896,0.334414355159594,0.505467369674483,0.287560656453741,0.713616027650245,0.795097777655066,0.941329468527488,0.0997130061630642,0.467073317174381,0.167447593399318,0.467234267138371,0.75574348434666,0.621464026273925,0,0.0542005420691095,0.818824862496475,0.682236959229735
"LP.01.58",0.509920079925761,0.91120351272031,0,0.637338539848952,0.955878116526422,0.852150724707219,0.490307633269449,0.193706089103114,0.346449096857828,0.259843856303249,0.485819454344743,0.400612629022396,0.208589200895188,0.285862958339139,0.776046090924608,0.781157493181999,0.827108252538939,0.847780432399275,0.451212176301365,0.715590885983392,0,0,0.611292144391615,0.439237761294043,0.644199630933332,0.0563437501053699,0.376517938438175,0.241022181253619,0,0.446986502647829,0.58343521341595,0.466032634473968,0.359887325855041,0.255797226228288,0.452359788823695,0.074073586175834,0.34205065715092,0,0.0352048162185348,0.0669093820563871,0.0560448573927053,0.358153227462444,0.400715634518144,0,0,0.436626600542089,0.497104540265629,0.670358520546634,0.0124660169092399,4.41035651893282e-18,0,0.0023026494888399,0.328232176025586,0,0.418845112145816,0.142072852476222,0.336510212463815,0.528549077794555,0.653406984905137,0.469597624427155,0.680034928994203,0,0.303793252895674,0.533077191457546,0.600165232734344,0,0.165761300416523,0,0.175022786960106,0,0.252026550961099,0,0.353109189231084,0.258838484082852,0.61570440317698,0.597793311120697,0.439083598398201,0.365933916838977,0,0,0,0.369452347220268,0.789815551695921,0.613389406956258,0,0.475869686969837,0.64179535129682,0.526958563168722,0.927993928959975,0.383905150912673,0.612421537082459,0.553848453162547,0,0.924303850529939,0.80597887048035,0.340207950261944,0.338979287124017,0.893765685193337,0.885822063094322
"LP.01.61",0.827338457189519,0.861921860122525,0,0.335437797992437,0.591067023916266,0.470920573442736,0.829154287422806,0.648982309551394,0,0.704838819450059,0.886489288531217,0.452007732901621,0.277666390757036,0.19131198532915,0.730143082455917,0.784389766641537,0.648616211984172,0.490568137825534,0.119279005215547,0.873013940880385,0.069271897049465,0.512675844715584,0.77135912819816,0.417981730841655,0.838270116171216,0,0.426369989944744,0.964713312977349,0,0.221439828313138,0.784806775283917,0.282276605177589,0.466254513776786,0.452213247539927,0.472956765435178,0,0.456406797761038,0,0,0,0,0.372396463044129,0.415586596697894,0,0,0.365362792321396,0.434806534838875,0.629823853100931,0,1.97450072012086e-16,1.63219205982533e-16,5.27634067815897e-17,1,0.151546394369998,0.29324402572132,0.305958188354097,0,0,0,0.813536869531168,0.596436523979989,0,0,0.503767165765165,0.651900682109209,0,0.485274473307543,0.0345278961118811,0.000562736237470762,0.815708411565203,0.137519045314883,0.0380138834229713,0.333567698985485,0.0617744504495219,0.630920805101445,0.617466510960767,0.474329503482255,0.903961538056873,0,0.244921779569862,0.857241220481594,0.12366976072427,0.785403428646962,0.993097449259546,0.0374821925214574,1,0.779069429570181,0.804461477809183,0.937114421701853,0.149307717303706,0.490492484591214,0.31356142748898,0.580370406624057,0.868104607508612,0.860317399758716,0.227782529524849,1.0889115296876e-16,0.735547587404938,0.71476483725384
"LP.01.66",0.253294910293317,0.843428582021135,0.529306381792784,0.975115792791787,0.839038356979923,0.779067353864015,0.578626973940689,0.607324074617192,0.515732413640454,0.584250655352518,0.767342520060466,0.356207642897909,0.559329176271067,0.236003677937833,0.822694904669567,0.505618851353852,0.645378174023338,0.731903749617295,0.648222002916726,0.5972567541749,0.157915200770865,0.197533075532975,0.825418553216262,0.533707019704214,0.588880224581446,0,0.227297887566174,0.451926041321751,0,0.346724599475489,0.557753257693814,0.216401457918027,0.0380818029935964,0.0655122455134837,0.488067556893093,0.0625526344074777,0.489769276530951,0.646655680398906,0.0407333392801743,0.482747737052409,0.0549310766611466,0.360283229808088,0.429923721415614,0.186873219644101,0.0442606155078862,0,0.590189867819976,0.325665379073013,0.108821645878047,0.0397443007452746,0.12077849394527,0,0.105749316209735,0,0.737555086728576,0.121998319950973,0.433376960079211,0.422060392779446,0.565656796731826,0.415772550452385,0.823016988831198,0.167767723469021,0.378961068300026,0.677518434876649,0.48217149162099,0.64618000987581,0.115489791301924,0,0.653595495630919,0,0.206024060452763,0,0.266700839930342,0.828843444041913,0.503760383544394,0.473565176133164,0,0.326291376491747,0,0.776044690674126,0.316269429450529,0.550562990161851,0.458142263768096,0.381388535890783,0,0.381231967210716,0.702906826830267,0.490473058668071,0.849362190602122,0.177636179032018,0.447303220457069,0.553018336611704,0,0.769332679530313,0.643638139523814,0.0976739464852654,0.259487309255161,0.833033332800818,0.698481149545229
"LP.01.67",0.230130574093239,0.698761594282876,0,0.371432672539256,0.454354066186552,0.396627340686204,0.59389784052657,0.227539879869611,0,0.402931896957991,0.713247677039127,0,0.201186929464341,0.58827502179437,0.751298097173168,0.451582501884487,0.482827489079407,0.805358527678899,0.15602326307773,0.825413161190097,0.0891456147727948,0.0927375282385561,0.625894096733148,0.516498968751187,0.754119992535125,0.0883230525753566,0.487354998484253,0.265997620210289,0,1,0.782672386218915,0.932832290839398,0.569177576091107,0.596523488679386,0.675492377349224,0.233436915510157,0.162217583242668,0.667989123392544,0.276161062993948,0,0.200041367854353,0.629578489975709,0.703361919430106,0.0404912139115837,0,0,0.225900509899826,0.360956630087267,0,0.374402770003661,0.258583906806193,0,0.00385544554886099,0.725643773891131,0.481200812742707,0.895645338463005,0.899292568875636,1,0.779457014821134,0.927888809668489,0.932336122026363,1,0.0425036777925813,0.766329457198533,0.962042438930691,0.00954053025479424,0.194085525006554,0,0.0606849078574989,0,0.481167944315759,0,0.509254322751805,0.35473596818867,0.588191135624075,0.767658351131095,0,0.35742579877198,0,0,0.225206130311387,0.405967876163833,0.743098041400743,0.331391783522675,0.0233353500535379,0.0780577318150253,0.499093065740915,0.601246505499648,0.886757496836135,0.466927862869021,0.615359230199949,0.168474340458762,0.248133819544459,0.856492666503217,0.781174587419471,0.75178777812453,1,0.908366462994253,0.73009439296825
"LP.01.68",0.365303044646974,0.92647983162349,0.169254439447258,0.596409727843051,0.372815889246515,0.55596125845775,0.42515578764941,0.387151709448321,0.424821522568858,0.977495089009308,0.866776808104009,0,0.646804465964629,0.202013064373565,0.644791898618545,0.474328056904917,0.687108233636407,0.664867517223045,0.112580346441919,1,0.669055356547709,0.290512990848746,0.836940189602321,0.725778195048214,0.853292441078836,0.75540414704599,0.708213481765443,0.41499990430104,0.050711257264475,0.901539241151209,0.697136327850536,0.854017550550525,0.576228132666113,0.346017515242609,0.544490728977111,0.168521669771998,0.394030444839853,0.479386606837322,0.0638781873658134,0,0,0.896283738553538,0.626179573583119,0,0,0.33469670947018,0,0.213397805488382,0,0.0312567580404429,0.109320470825865,4.53163895325152e-19,0.0125865392268966,0.113704057726387,0.47449312299267,0.508242317937121,0,0.69289628753867,0.427999049296169,0.707169053890187,0.939463045170941,0.426927550131814,0,0.692520945843896,0.685616200181913,0.41966803071337,0.392935441294464,0,0.0641056417331987,0,0.232593436000813,0.0202968871249948,0.48361557209419,0.258563939114905,0.465153634730427,1,0.084277316210901,0.0260239465146406,0.0121631218524683,0,0.249826617864779,0.548439622079905,0.77869341872697,0.287204880677485,1,0.0611809529038738,0.436906661237318,0.620023769173778,0.857708164575202,0.608706664137784,0.597235233280375,0.0341419582947484,0.391575311635007,0.663054457933318,0.901114805720714,0.596904191940974,0.430193986206428,0.76629989583908,0.577133900863402
"Test.FFPE.01",0.499249920001069,0.812610824849192,0,0.333839599924856,0.750209715619426,0.572219299292143,0.588536589023992,0.517350092831728,0,0.49201305645636,0.663791962601607,0.923625641404868,0.547097249731795,0.44183319150725,0.820226816016138,0.8231418272164,0.6855035493336,0.676355215051191,0.144435647739534,0.702295694387619,0.141113039368461,0,0.43868360957917,0.363844568658118,0.657936496269829,0,0.407699115230938,0.70062148552128,0,0.531499303606502,0.851476635511421,0.552163813267787,0.729783640190405,1,0.367803025079392,0.506811592072657,0.605574054943667,0,0.0635552565971128,0,0,0.749210186986633,0.452542272800931,0.0840160767593107,0,0.75674936600212,0.764771219559853,0.482564024646014,0,0.241908244923903,0.302626046277694,0.345850725152636,0.2542734611296,0.39000931337215,0.331706269970123,0.365536101138714,0,0.367445540942231,0.662893040319787,0.547888785772049,0.675288173731115,0,0.25063094773347,0.587493575633385,0.767968428513023,0,0.71992926026025,0.134185084367415,0.122302165421327,0,0.204286198272317,0,0.323187467868963,0.261201337230085,0.556274482419373,0.422516691477052,0,0.421901179029551,0,0.50924741249515,0,0.280062579080478,0.721325987069652,0.282519152696833,0,0.646510951008627,0.786849243674643,0.62857856240742,0.965492091531891,0.366986199848171,0.593659676700989,0.478253615333944,0.0792408459649204,0.869282466537772,0.802851001648585,0.264979704189802,1.20010229153308e-17,0.824509595167938,0.8149946193244
"Test.FFPE.03",0.278471073915818,0.714572926828388,1,0.586148487103425,0.443053459883737,0.543554119336505,0.490206410588445,0.410226419147361,0.0377946121184399,1,0.998984848118809,0.741711817572973,0.136526531131421,0.456904650561173,1,0.677183473648653,1,0.738377635897667,0.434835010370327,0.516619405444484,0.654239895638265,0.0719748895168967,0.677929571535511,0.643192029258549,0.781768501407256,0,0.614405490284439,0.642155508404562,0,0.584515574648844,0.737670641124449,0.368145223334598,0.0467822506978527,0.563779834548134,0.398654104939458,0.793023898104399,0.442069162928502,0.776812369757206,1,0.163174760870653,0,0.579333115253613,0.572012148079454,0.141019435552042,0,0.417221991207809,0.839450791886858,0.391484127827067,0,0.313653995988417,0.193833794726873,0.0811180751445501,1.64092828228013e-17,0.389162566688987,0.396699120319403,0.730029113078596,0.717228036719644,0.275992864404026,0,0.482695282035465,0.90862337186691,0.0826233583017359,0.0892982474705107,0.58531136358899,0.575396572783362,0.453011856139741,0.0971734623482403,0.560169859683443,0.357185381510654,0.687846598314153,0.870067508785932,0.651339783563853,0.863133335724706,0.387553417808262,0.854363472735921,0.801275306188443,0,0,0,0,0,0.840213779707979,0.357904966051128,0.0226236265481268,0.569287693590298,0.136288718059805,0.399262981981356,0.543709334468038,0.907385912361957,0.341451981235805,0.415183302791511,0.458537848300399,0,0.726462443846457,0.83439828826763,0.220649125468213,0.252702975367166,0.84798700855478,0.678016764812985
"Test.FFPE.04",0.433405042780554,0.920215362520554,0,0.681340075770497,0.952660514243515,0.228526037113606,0.140656557177704,0,1,0.438080173958368,0.618340771194418,0.596457354633386,0.159312530235744,0.128835146333302,0.741736790496392,0.844582697767706,0.653729822657781,0.619152343462032,0.458484045322989,0.767793071269386,0.122989434863061,0.291433448144569,0.702310100907726,0.542482890111134,0.520334025513477,0,0.507066765794655,0.191507052129023,0,0.538941259605371,0.664365940271929,0.387335724686145,0.0685589290377052,0.0140200947469679,0.438260456370934,0.409599866796988,0.462440750905123,0.35666621333811,0,0,0,0.543689919185222,0.522856927868232,0.856320622117917,0.280324812291134,0,0.539697018034708,0.457471865905262,0,0.276370176581693,0.20014002247171,0.105791696991726,0.00438493677300467,0.391013683133144,0.673091274491149,0.234455229082885,0,0.608898223178305,0.555486391739714,0.548641296955536,0.692039734168365,0,0.0241475463019995,0.714296149317639,0.537484136835015,0.293472914269765,0.57084720733487,0.73439061980673,0.317824431519357,0,0.124663103548214,0,0.54119953115705,0.429535022473665,0.51736567680254,0.455488299378333,0,0,0,0.120115520984051,0,0.198851291560989,0.461859662523059,0.0274166240370548,0,0.521431093914541,0.493874386792737,0.59866721200827,0.938411437628354,0.370063722716979,0.69828598891535,0.856261555610921,0.364230947265244,0.867799069004821,0.845471537779156,0.382009032387177,0.41945007953779,0.846205605897458,0.772644252794323
"Test.FFPE.05",0.228399048579101,0.883396736352021,0.400868588022803,0.794901517785294,0.885020328017771,0.268476751175186,0.177695490829837,0.42600312351714,0.418793258363743,0.363529700224205,0.578006356927263,0.853811739144501,0.335133944415174,0.244835589014989,0.791722232731766,0.829563698474128,0.738040344325246,1,0.861380408645953,0.603608626003883,0,0,0.402924383993552,0.168161342533991,0.60454700288737,0,0.23968623358251,0.223549550193898,0,0.298358153518386,0.546393994154326,0.195879637399405,0.0882478105962787,0.302176820187273,0.535894358401433,0.239093334302469,0.722810714479604,0.472664426712507,0.0615906602937492,0.290042173120674,0.389043818429913,0.530722950608092,0.423344229342498,0.554847445197075,0.460687132060089,0.223665118508173,0.81183567919125,0.375815383391399,0,0.176914865318313,0.39835876271679,0.0816975671178143,0.0310278704205433,0.392286355451703,0.698911013093015,0.275126877483464,0.350121667413824,0.395331799434812,0.609429666618758,0.3504900759065,0.75302520109403,0,0.905605130280933,0.464286994850932,0.398671870355706,0.577780412936755,0.222606846304068,0,0.989095422130439,0,0.387636654800441,0,0.433171350143429,0,0.718752734609816,0.308627030299334,0,0.416080187327927,0,0,0,0.617731746388149,0.339778491099615,0.207961132612997,0,0.263075806193151,1,0.37683438759519,0.893889711781153,0.29899794053837,0.294793034635156,0.80078852393998,0,0.839881338960807,0.596294215558569,0.118203875598216,0.0359810934519529,0.830171908538543,0.778078161115179
"Test.FFPE.06",0.413709803253962,0.571050638957609,0,0.266014237659949,0.857649089599299,0.399623840257931,0.988276784686118,0.379698850108796,0,0.375911178184406,0.62135269499835,0.833690413854748,0.133877196331504,0.054075564936617,0.70477076466497,0.797771008803927,0.583518289483847,0.506377965765616,0.446239461872743,0.694913751079859,0,0.054548013235965,0.47657795843837,0.352044632512627,0.642543375470025,0,0.16516247149924,0.20799306240647,0,0.485058361935665,0.756296695576401,0.468182000621241,0.89000592739636,0.358068294592163,0.262120420997896,0.405606756975517,0.106229410168066,0,0,0,0,0.264240117880682,0.295261225121678,0,0,0,0.713348932096048,1,1,0,0.508000175989433,0.364224558101634,0.380358613780855,0.779944835355844,0.325490011554152,0.339714623622406,1,0.239211454552318,0.639583937010477,1,0.651082672722891,0,0.0761719888404883,0.821195978308763,0.970688645366088,0,0.334148849846987,0,0.154791871796442,0,0.0584170894040896,0,0.559765784532463,0.319913859058786,0,0.406352935921868,0.231650898582044,0.131126705841502,0,0.0193631515414914,0,2.14117959734622e-17,0.52349143046632,0.216046067181357,0,0.865729013048005,0.858246855482005,0.744537999264383,0.96443059094921,0.0760334110620367,0.594844161240788,0.764573754253232,0.360084843291049,1,0.85804159142791,0.310404913750906,7.22373231063802e-17,0.831590643916538,0.935757621992075
"Test.FFPE.08",1,0.945853417131164,0,0.672634075940973,0.82593868221274,0.969435108849715,1,0.890028886506955,0,0.429852354120188,0.752090715206335,0.88084571331543,0.357905596743853,0.146722671616595,0.840197198263624,1,0.759430144615739,0.638331945933031,0.663666101210482,0.656668399928321,0.018929758724858,0.0626924056671015,0.64316699887832,0.355062075247394,0.511684157151502,0,0.257378762940476,0.276195210610447,0,0.257695507326785,0.614669223695126,0.193633539019597,0,0.130963101187396,0.375307929207688,0.202417853270351,0.547191715380342,0,0,0,0,0.419637973733341,0.363036043223777,0.295651285763779,0.229318262704626,0.687397225941115,0.717828561994694,0.623290749977691,0,1.59033557984234e-16,0,0.293746516288317,0.144125476549217,0,0.401923759251591,0,0,0.389031430110472,0.503933125521924,0.466183879290783,0.566372119902917,0,0.0740461563752679,0.472932560182524,0.615046375195074,0,0.459573155823511,0.439766173097667,0.201280835729557,0,0.114556653135658,0,0.545131449084325,0.705752086107297,0.855403629595616,0.362979657217139,0.369986208230343,0.326821893380864,0,0.167543110742191,0.289728915171775,0.837005455985981,0.435015246344028,0.717781770156618,0.427502635081313,0.810774766025899,0.630134015363372,0.68732317669373,0.914150377300727,0.104059528701442,0.380719945391917,0.696904779536082,0.459462268223625,0.877584474912709,0.707542977353804,0.00989888713266536,3.31690495084342e-17,0.904691529740025,0.937847218120284
